Close,Date,DatePart,Day_High,Day_Low,High,Hour,Long_Count,Low,Minute,Open,Order_Price,Order_Signal,Order_Status,Profit,Short_Count,Stop_Loss,Target,Trade_Count,Year
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,235.2,Buy,Entry,0.0,0.0,10000.0,243.9,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,10000.0,Sell,Exit,0.0,0.0,249.0,279.8,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,249.0,Buy,Exit,0.0,0.0,226.0,251.2,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,226.0,Sell,Exit,0.0,0.0,249.0,224.3,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,249.0,Buy,Exit,0.0,0.0,226.0,251.2,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,226.0,Sell,Exit,0.0,0.0,249.0,224.3,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,249.0,Buy,Exit,0.0,0.0,226.0,251.2,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,226.0,Sell,Exit,0.0,0.0,249.0,224.3,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,249.0,Buy,Exit,0.0,0.0,226.0,251.2,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,226.0,Sell,Exit,0.0,0.0,249.0,224.3,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,249.0,Buy,Exit,0.0,0.0,226.0,251.2,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,226.0,Sell,Exit,0.0,0.0,249.0,224.3,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,249.0,Buy,Exit,0.0,0.0,226.0,251.2,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,226.0,Sell,Exit,0.0,0.0,249.0,224.3,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,249.0,Buy,Exit,0.0,0.0,226.0,251.2,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,226.0,Sell,Exit,0.0,0.0,249.0,224.3,0.0,2019
235.25,2019-10-05 13:40:00,2019-10-05,0.0,0.0,249.0,13,0.0,226.0,40,228.6,249.0,Buy,Exit,0.0,0.0,226.0,251.2,0.0,2019
