Company,Profit,Trades,Net_Profit
IBULHSGFIN,6.199999999999989,1,4759.999999999991
CIPLA,-1.400000000000034,4,-2200.000000000034
JSWSTEEL,-1.8000000000000398,6,-4800.00000000008
ADANIPORTS,2.099999999999966,1,5049.9999999999145
ICICIBANK,6.999999999999943,7,8224.999999999922
Total,,19,11034.999999999713
