Company,Profit,Trades,Net_Profit
ADANIPORTS,-1.0000000000001137,4,-3300.000000000284
BPCL,8.900000000000034,4,15220.000000000062
GRASIM,6.199999999999932,3,4049.999999999949
IBULHSGFIN,15.699999999999932,3,11959.999999999945
LT,28.59999999999991,7,9324.999999999965
Total,,21,37254.999999999636
