Company,Profit,Trades,Net_Profit
LT,-1366.45,0,-512418.75
IBULHSGFIN,-492.0,0,-393600.0
ADANIPORTS,-371.35,0,-928375.0
BPCL,-344.55,0,-620190.0
GRASIM,-737.65,0,-553237.5
Total,,0,-3007821.25
