Company,Profit,Trades,Net_Profit
BRITANNIA,-68.40000000000009,2,-14080.000000000018
ZEEL,-12.099999999999966,4,-16529.999999999956
EICHERMOT,236.09999999999854,3,5302.499999999964
ICICIBANK,-5.9999999999998295,8,-9849.999999999765
YESBANK,0.3999999999999986,1,679.9999999999968
Total,,18,-34477.499999999774
