Company,Profit,Trades,Net_Profit
YESBANK,0.8000000000000043,2,1360.0000000000093
TATAMOTORS,-3.2000000000000313,6,-10800.000000000095
ZEEL,-2.6000000000000227,3,-3980.0000000000296
IOC,-7.599999999999994,3,-27199.99999999998
ULTRACEMCO,-18.900000000000546,1,-3980.000000000109
Total,,15,-44600.000000000204
