Company,Profit,Trades,Net_Profit
LT,18.49480749999975,4,6135.552812499907
IBULHSGFIN,10.05408333333338,4,7243.266666666705
ADANIPORTS,9.868833333333384,4,23872.08333333346
BPCL,4.247333333333302,2,7245.1999999999425
GRASIM,-26.10124999999948,4,-20375.93749999961
Total,,18,24120.165312500405
