Company,Profit,Trades,Net_Profit
BPCL,0.8999999999999773,1,1419.999999999959
IOC,2.0000000000000284,5,6000.000000000099
RELIANCE,12.0,1,5800.0
ASIANPAINT,7.599999999999909,1,4359.999999999945
JSWSTEEL,-1.4000000000000057,2,-3200.0000000000114
Total,,10,14379.999999999993
