Close,Date,DatePart,Day_High,Day_Low,High,Hour,Long_Count,Low,Minute,Open,Order_Price,Order_Signal,Order_Status,Profit,Short_Count,Stop_Loss,Target,Trade_Count,Year
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Buy,Entry,0.0,0.0,10000.0,1413.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,10000.0,Sell,Exit,0.0,0.0,1401.0,1351.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Buy,Exit,0.0,0.0,1401.0,1413.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Sell,Exit,0.0,0.0,1401.0,1351.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Buy,Exit,0.0,0.0,1401.0,1413.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Sell,Exit,0.0,0.0,1401.0,1351.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Buy,Exit,0.0,0.0,1401.0,1413.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Sell,Exit,0.0,0.0,1401.0,1351.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Buy,Exit,0.0,0.0,1401.0,1413.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Sell,Exit,0.0,0.0,1401.0,1351.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Buy,Exit,0.0,0.0,1401.0,1413.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Sell,Exit,0.0,0.0,1401.0,1351.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Buy,Exit,0.0,0.0,1401.0,1413.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Sell,Exit,0.0,0.0,1401.0,1351.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Buy,Exit,0.0,0.0,1401.0,1413.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Sell,Exit,0.0,0.0,1401.0,1351.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Buy,Exit,0.0,0.0,1401.0,1413.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Sell,Exit,0.0,0.0,1401.0,1351.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Buy,Exit,0.0,0.0,1401.0,1413.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Sell,Exit,0.0,0.0,1401.0,1351.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Buy,Exit,0.0,0.0,1401.0,1413.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Sell,Exit,0.0,0.0,1401.0,1351.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Buy,Exit,0.0,0.0,1401.0,1413.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Sell,Exit,0.0,0.0,1401.0,1351.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Buy,Exit,0.0,0.0,1401.0,1413.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Sell,Exit,0.0,0.0,1401.0,1351.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Buy,Exit,0.0,0.0,1401.0,1413.5,0.0,2019
1401.0,2019-10-05 13:40:00,2019-10-05,0.0,0.0,1401.0,13,0.0,1401.0,40,1401.0,1401.0,Sell,Exit,0.0,0.0,1401.0,1351.5,0.0,2019
