Company,Profit,Trades,Net_Profit
YESBANK,2.1000000000000014,1,4420.000000000003
BPCL,5.0,1,8800.0
INDUSINDBK,13.699999999999818,3,4879.999999999927
SBIN,-1.700000000000017,2,-5500.000000000051
TATASTEEL,5.599999999999909,5,4941.599999999904
Total,,12,17541.599999999784
