Company,Profit,Trades,Net_Profit
ICICIBANK,4.000000000000057,5,4500.000000000078
BHARTIARTL,2.6999999999999886,1,4797.699999999979
IBULHSGFIN,5.999999999999943,7,3399.9999999999545
Total,,13,12697.700000000012
