Company,Profit,Trades,Net_Profit
TITAN,33.0,2,24350.0
IBULHSGFIN,-8.199999999999989,3,-7159.999999999991
ICICIBANK,11.300000000000068,5,14537.500000000095
IOC,3.8000000000000966,7,11900.000000000338
BAJAJFINSV,-15.399999999997817,2,-2324.999999999727
Total,,19,41302.50000000071
