Company,Profit,Trades,Net_Profit
AXISBANK,11.000000000000114,5,12200.000000000136
ICICIBANK,10.400000000000034,8,12700.000000000047
CIPLA,-9.0,3,-9600.0
COALINDIA,3.80000000000004,7,6960.000000000087
RELIANCE,-16.5,2,-8650.0
Total,,25,13610.00000000027
