Company,Profit,Trades,Net_Profit
BPCL,16.69999999999999,5,29059.999999999978
IOC,5.900000000000006,2,20250.00000000002
YESBANK,0.5999999999999872,3,719.9999999999718
IBULHSGFIN,23.100000000000193,12,16080.000000000153
EICHERMOT,587.8000000000029,5,13695.000000000073
Total,,27,79805.00000000019
