Company,Profit,Trades,Net_Profit
IBULHSGFIN,6.2000000000000455,1,4760.000000000036
M&M,-5.800000000000068,3,-6400.000000000068
VEDL,1.5999999999999943,4,3999.9999999999827
TATASTEEL,1.8000000000000682,4,1109.8000000000725
Total,,12,3469.8000000000234
