Company,Profit,Trades,Net_Profit
YESBANK,-1.3000000000000043,3,-3460.0000000000095
BPCL,5.0,1,8800.0
INDUSINDBK,13.699999999999818,3,4879.999999999927
SBIN,-134.2,3,-403199.99999999994
TATASTEEL,5.599999999999909,5,4941.599999999904
Total,,15,-388038.4000000001
