Company,Profit,Trades,Net_Profit
ADANIPORTS,362.4,0,906000.0
BPCL,346.4,0,623520.0
GRASIM,701.2,0,525900.0
IBULHSGFIN,-437.5,0,-350000.0
LT,18.500000000000227,3,6337.5000000000855
Total,,3,1711757.5
