Company,Profit,Trades,Net_Profit
INFY,-0.7000000000000455,1,-1040.0000000000546
TATASTEEL,1.8999999999999773,1,1815.899999999976
INDUSINDBK,-15.700000000000045,4,-7080.000000000018
HINDALCO,0.0,4,-800.0
UPL,6.099999999999909,2,5089.999999999918
Total,,12,-2014.1000000001786
