Company,Profit,Trades,Net_Profit
ADANIPORTS,-0.2999999999999545,3,-1349.9999999998863
BPCL,2.3999999999999204,6,3119.9999999998563
GRASIM,-17.20000000000016,3,-13500.00000000012
IBULHSGFIN,10.5,5,7400.0
LT,-2.599999999999909,4,-1774.999999999966
Total,,21,-6105.000000000115
