Company,Profit,Trades,Net_Profit
YESBANK,19757.49999999999,52,43456099.99999998
BPCL,18439.0,52,33179800.0
INDUSINDBK,15797.0,52,6308400.0
SBIN,18116.8,52,54340000.0
TATASTEEL,17669.8,52,18737257.8
Total,,260,156021557.79999998
