Company,Profit,Trades,Net_Profit
ADANIPORTS,-0.6080908999997519,8,-3120.2272499993796
BPCL,0.10691183750009259,8,-1407.5586924998333
GRASIM,6.56666666666672,3,4325.00000000004
IBULHSGFIN,0.10691183750009259,8,-1514.470529999926
LT,0.10691183750009259,8,-1559.9080609374653
Total,,35,-3277.164533436564
