Company,Profit,Trades,Net_Profit
TATAMOTORS,2.0999999999999943,2,5899.999999999983
YESBANK,3.3999999999999773,15,4479.99999999995
ICICIBANK,3.5,3,4212.5
Total,,20,14592.499999999933
