Close,Date,DatePart,Day_High,Day_Low,High,Hour,Long_Count,Low,Minute,Open,Order_Price,Order_Signal,Order_Status,Profit,Short_Count,Stop_Loss,Target,Trade_Count,Volume,Year
65.45,2019-11-08 09:15:00,2019-11-08,0.0,0.0,65.9,9,0.0,64.35,15,65.9,65.4,SELL,Entry,0.0,0.0,65.9,64.5,0.0,14005082.0,2019
66.9,2019-11-08 09:20:00,2019-11-08,0.0,0.0,67.05,9,0.0,65.45,20,65.6,65.9,BUY,Exit,0.0,0.0,64.4,66.2,0.0,13432838.0,2019
69.2,2019-11-08 09:25:00,2019-11-08,0.0,0.0,69.2,9,0.0,66.65,25,66.9,66.2,SELL,Exit,0.0,0.0,0.0,0.0,0.0,17205148.0,2019
