Close,Date,DatePart,Day_High,Day_Low,High,Hour,Long_Count,Low,Minute,Open,Order_Price,Order_Signal,Order_Status,Profit,Short_Count,Stop_Loss,Target,Trade_Count,Volume,Year
315.45,2019-11-08 09:15:00,2019-11-08,0.0,0.0,316.2,9,0.0,314.6,15,316.2,315.4,BUY,Entry,0.0,0.0,314.6,317.0,0.0,986081.0,2019
316.7,2019-11-08 09:25:00,2019-11-08,0.0,0.0,317.35,9,0.0,316.1,25,316.35,317.0,SELL,Exit,0.0,0.0,0.0,0.0,0.0,775638.0,2019
