Close,Date,DatePart,Day_High,Day_Low,High,Hour,Long_Count,Low,Minute,Open,Order_Price,Order_Signal,Order_Status,Profit,Short_Count,Stop_Loss,Target,Trade_Count,Volume,Year
1344.1,2019-08-08 11:15:00,2019-08-08,0.0,0.0,1347.0,11,0.0,1343.0,15,1346.1,1344.1,Buy,Entry,0.0,0.0,10000.0,1351.3530999999998,0.0,59937.0,2019
