Close,Date,DatePart,Day_High,Day_Low,High,Hour,Long_Count,Low,Minute,Open,Order_Price,Order_Signal,Order_Status,Profit,Short_Count,Stop_Loss,Target,Trade_Count,Volume,Year
1262.8,2018-08-14 09:25:00,2018-08-14,0.0,0.0,1263.45,9,0.0,1259.05,25,1260.3,1262.8,Buy,Entry,0.0,0.0,1252.4,1275.3376,0.0,28728.0,2018
1252.8,2018-08-14 15:20:00,2018-08-14,0.0,0.0,1253.5,15,0.0,1250.3,20,1253.3,1252.8,Sell,Exit,0.0,0.0,0.0,0.0,0.0,159260.0,2018
