Close,Date,DatePart,Day_High,Day_Low,High,Hour,Long_Count,Low,Minute,Open,Order_Price,Order_Signal,Order_Status,Profit,Short_Count,Stop_Loss,Target,Trade_Count,Volume,Year
1280.1,2019-08-23 09:25:00,2019-08-23,0.0,0.0,1285.75,9,0.0,1280.1,25,1285.7,1280.1,Sell,Entry,0.0,0.0,1294.0,1259.9,0.0,72857.0,2019
1294.7,2019-08-23 10:30:00,2019-08-23,0.0,0.0,1297.4,10,0.0,1289.3,30,1291.05,1294.0,Buy,Exit,0.0,0.0,1274.2,1303.5,0.0,80076.0,2019
