order_id,transaction_type,price,stoploss,target,status,semi-target_status,target_status,stoploss_status,day_high,day_low
1,BUY,66.9,10000.0,67.8,,0,0,1,67.0,65.4
2,SELL,10000.0,67.0,72.8,,0,0,0,69.2,65.4
