order_id,transaction_type,price,stoploss,target,status,semi-target_status,target_status,stoploss_status,day_high,day_low
1,BUY,1431.4,10000.0,1439.2,,0,0,1,1431.6,1426.1
2,SELL,10000.0,1431.6,1498.5,,0,0,0,1432.0,1426.1
