Close,Date,DatePart,Day_High,Day_Low,High,Hour,Long_Count,Low,Minute,Open,Order_Price,Order_Signal,Order_Status,Profit,Short_Count,Stop_Loss,Target,Trade_Count,Volume,Year
21310.0,2019-11-08 09:15:00,2019-11-08,0.0,0.0,21320.0,9,0.0,21200.0,15,21250.0,21310.0,BUY,Entry,0.0,0.0,21200.0,21513.7,0.0,4626.0,2019
