,Unnamed: 0,Unnamed: 0.1,day_high,day_low,order_id,price,semi-target_status,status,stoploss,stoploss_status,target,target_status,transaction_type
0,0,0.0,220.6,220.0,1,220.2,0,,10000.0,0,225.5,0,BUY
1,0,,220.6,218.6,2,10000.0,0,,220.6,0,246.0,1,SELL
