,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,day_high,day_low,order_id,price,semi-target_status,status,stoploss,stoploss_status,target,target_status,transaction_type
0,0,0.0,0.0,40.7,40.0,1.0,40.4,0,,10000.0,0,41.1,0,BUY
1,1,0.0,,40.7,40.0,2.0,10000.0,0,,40.7,0,45.5,0,SELL
2,0,,,40.7,40.0,,40.7,0,,40.0,0,41.1,0,BUY
