,Unnamed: 0,Unnamed: 0.1,day_high,day_low,order_id,price,semi-target_status,status,stoploss,stoploss_status,target,target_status,transaction_type
0,0,0.0,514.8,513.8,1,514.0,0,,10000.0,0,516.8,0,BUY
1,0,,514.8,512.2,2,10000.0,1,,514.8,0,503.9,0,SELL
