Close,Date,DatePart,Day_High,Day_Low,High,Hour,Long_Count,Low,Minute,Open,Order_Price,Order_Signal,Order_Status,Profit,Short_Count,Stop_Loss,Target,Trade_Count,Year
251.25,2019-11-20 09:20:00,2019-11-20,0.0,0.0,256.7,9,0.0,250.5,20,256.15,251.2,SELL,Entry,0.0,0.0,260.2,249.3,0.0,2019
247.05,2019-11-20 09:30:00,2019-11-20,0.0,0.0,252.65,9,0.0,246.7,30,252.6,249.3,BUY,Exit,0.0,0.0,0.0,0.0,0.0,2019
