Company,Profit,Trades,Net_Profit
YESBANK,0.29999999999999716,1,459.99999999999375
RELIANCE,1528.6,1,764100.0
INFRATEL,1.8999999999999773,1,3599.9999999999545
Total,,3,768160.0
