,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,order_id,transaction_type,price,stoploss,target,status,semi-target_status,target_status,stoploss_status,day_high,day_low
0,0,0,0,1,SELL,138.6,140.5,137.2,,0,0,0,140.5,138.6
