,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,day_high,day_low,order_id,price,semi-target_status,status,stoploss,stoploss_status,target,target_status,transaction_type
0,0,0,0.0,41.6,41.4,1,41.5,0,,41.4,0,41.8,0,BUY
1,1,0,,41.6,41.4,2,41.4,0,,41.6,0,40.8,0,SELL
