,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,order_id,transaction_type,price,stoploss,target,status,semi-target_status,target_status,stoploss_status,day_high,day_low
0,0,0,0,1,BUY,185.6,181.1,194.4,,0,0,0,186.7,181.1
