order_id,transaction_type,price,stoploss,target,status,semi-target_status,target_status,stoploss_status,day_high,day_low
1,BUY,235.2,234.85,237.6,,0,0,1,237.4,234.8
2,SELL,234.85,237.4,232.4,,0,0,1,237.4,234.1
3,BUY,237.4,234.1,242.8,,1,0,1,239.4,233.7
4,SELL,238.3,239.4,232.4,,0,0,1,239.4,233.7
5,BUY,239.4,233.7,242.8,,0,1,0,266.0,233.7
