,local_order_id,order_id,order_type,parent_order_id,price,status,transaction_type,trigger_price
0,1,191203000600001,LIMIT,NA,161.1,COMPLETE,SELL,0
1,,191203000603818,LIMIT,191203000600001,159.4,OPEN,BUY,0.0
2,,191203000603819,SL,191203000600001,177.15,TRIGGER PENDING,BUY,163.0
0,2,191203000945835,LIMIT,NA,160.5,COMPLETE,BUY,0
1,,191203000945848,LIMIT,191203000945835,162.45,OPEN,SELL,0.0
2,,191203000945849,SL,191203000945835,144.95,TRIGGER PENDING,SELL,159.85
0,3,191203001096194,LIMIT,NA,159.85,COMPLETE,SELL,0
1,,191203001097456,LIMIT,191203001096194,158.95,OPEN,BUY,0.0
2,,191203001097457,SL,191203001096194,177.15,TRIGGER PENDING,BUY,163.05
