,local_order_id,order_id,order_type,parent_order_id,price,status,transaction_type,trigger_price
0,2,191114000335756,LIMIT,NA,737.2,COMPLETE,BUY,0
1,,191114000335761,LIMIT,191114000335756,736.65,OPEN,SELL,0.0
2,,191114000335762,SL,191114000335756,665.6,TRIGGER PENDING,SELL,714.65
