Close,Date,DatePart,Day_High,Day_Low,High,Hour,Long_Count,Low,Minute,Open,Order_Price,Order_Signal,Order_Status,Profit,Short_Count,Stop_Loss,Target,Trade_Count,Volume,Year
513.5,2019-10-16 09:35:00,2019-10-16,0.0,0.0,514.1,9,0.0,512.1,35,513.8,513.5,BUY,Entry,0.0,0.0,10000.0,516.3,0.0,425788.0,2019
512.9,2019-10-16 09:40:00,2019-10-16,0.0,0.0,513.9,9,0.0,512.6,40,513.35,10000.0,SELL,Exit,0.0,0.0,514.1,503.9,0.0,188812.0,2019
514.7,2019-10-16 10:00:00,2019-10-16,0.0,0.0,515.4,10,0.0,513.25,0,515.35,514.1,BUY,Exit,0.0,0.0,512.1,516.9,0.0,437699.0,2019
