,local_order_id,order_id,order_type,parent_order_id,price,status,transaction_type,trigger_price
0,1,191115000705213,LIMIT,NA,216.4,COMPLETE,BUY,0
1,,191115000705226,LIMIT,191115000705213,217.5,OPEN,SELL,0.0
2,,191115000705227,SL,191115000705213,187.8,TRIGGER PENDING,SELL,203.2
