,local_order_id,order_id,order_type,parent_order_id,price,status,transaction_type,trigger_price
0,2,191113000337473,LIMIT,NA,3260.0,COMPLETE,BUY,0
1,,191113000460682,LIMIT,191113000337473,3324.0,OPEN,SELL,0.0
2,,191113000460683,SL,191113000337473,2807.6,TRIGGER PENDING,SELL,3215.9
0,4,191113001413559,LIMIT,NA,3215.9,COMPLETE,SELL,0
1,,191113001413562,LIMIT,191113001413559,3255.95,OPEN,BUY,0.0
2,,191113001413563,SL,191113001413559,3431.5,TRIGGER PENDING,BUY,3356.35
