order_id,transaction_type,price,stoploss,target,semi_target,status,semi-target_status,target_status,stoploss_status,day_high,day_low
1,SELL,391.8,392.15,388.8,390.2,,0,0,1,392.2,389.0
2,BUY,392.15,389.0,397.3,393.7,,1,1,0,411.2,389.0
