Company,Profit,Trades,Net_Profit
INFRATEL,-3.6999999999999886,2,-7799.999999999977
GRASIM,4.0,1,2800.0
BHARTIARTL,5.099999999999966,2,9040.099999999937
Total,,5,4040.0999999999594
