,local_order_id,order_id,order_type,parent_order_id,price,status,transaction_type,trigger_price
0,1,191115000500604,LIMIT,NA,21610.0,COMPLETE,SELL,0
1,,191115000501411,LIMIT,191115000500604,21385.3,OPEN,BUY,0
2,,191115000501412,SL,191115000500604,23713.95,TRIGGER PENDING,BUY,21900
0,2,191115001749706,LIMIT,NA,21900.0,COMPLETE,BUY,0
1,,191115001749710,LIMIT,191115001749706,21880.1,OPEN,SELL,0.0
2,,191115001749711,SL,191115001749706,19402.35,TRIGGER PENDING,SELL,21079.6
