,local_order_id,order_id,order_type,parent_order_id,price,status,transaction_type,trigger_price
0,1,191119000318732,LIMIT,NA,66.8,COMPLETE,BUY,0
1,,191119000355346,LIMIT,191119000318732,68.0,OPEN,SELL,0
2,,191119000355347,SL,191119000318732,59.3,TRIGGER PENDING,SELL,65
