Company,Profit,Trades,Net_Profit
SUNPHARMA,8.399999999999977,1,9039.999999999975
YESBANK,0.7000000000000028,1,1340.0000000000064
NTPC,-0.5000000000000142,4,-3200.000000000068
Total,,6,7179.999999999914
