Company,Profit,Trades,Net_Profit
TATASTEEL,4.800000000000068,2,4692.800000000072
YESBANK,0.29999999999999716,1,459.99999999999375
JSWSTEEL,0.30000000000001137,4,-199.99999999997726
Total,,7,4952.800000000088
