,local_order_id,order_id,order_type,parent_order_id,price,status,transaction_type,trigger_price
0,1,191111000420126,LIMIT,NA,118.1,COMPLETE,SELL,0
1,,191111000420699,LIMIT,191111000420126,117.6,OPEN,BUY,0.0
2,,191111000420700,SL,191111000420126,129.1,TRIGGER PENDING,BUY,119.5
3,,191111000420709,LIMIT,191111000420126,117.6,OPEN,BUY,0.0
4,,191111000420710,SL,191111000420126,129.1,TRIGGER PENDING,BUY,119.5
0,3,191111000985812,LIMIT,NA,119.5,COMPLETE,BUY,0
1,,191111000999172,LIMIT,191111000985812,120.8,OPEN,SELL,0.0
2,,191111000999173,SL,191111000985812,105.7,TRIGGER PENDING,SELL,117.8
