,local_order_id,order_id,order_type,parent_order_id,price,status,transaction_type,trigger_price
0,3,191203001096194,LIMIT,NA,159.85,COMPLETE,SELL,0
1,,191203001097456,LIMIT,191203001096194,158.95,OPEN,BUY,0.0
2,,191203001097457,SL,191203001096194,177.15,TRIGGER PENDING,BUY,163.05
