,local_order_id,order_id,order_type,parent_order_id,price,status,transaction_type,trigger_price
0,1,191121001386892,LIMIT,NA,1404.5,COMPLETE,BUY,0
1,,191121001386894,LIMIT,191121001386892,1432.9,OPEN,SELL,0.0
2,,191121001386895,SL,191121001386892,1242.75,TRIGGER PENDING,SELL,1365.3
