,local_order_id,order_id,order_type,parent_order_id,price,status,transaction_type,trigger_price
0,1,191113000888618,LIMIT,NA,211.5,COMPLETE,SELL,0
1,,191113000889343,LIMIT,191113000888618,210.4,OPEN,BUY,0.0
2,,191113000889344,SL,191113000888618,230.8,TRIGGER PENDING,BUY,214.7
