order_id,transaction_type,price,stoploss,target,status,semi-target_status,target_status,stoploss_status,day_high,day_low
1,SELL,234.6,244.8,228.4,,1,0,1,244.8,231.8
2,BUY,233.7,231.8,235.5,,0,1,0,244.8,231.8
