order_id,transaction_type,price,stoploss,target,semi_target,status,semi-target_status,target_status,stoploss_status,day_high,day_low
1,BUY,482.4,471.5,485.1,484.3,,0,0,1,485.6,471.5
2,SELL,471.5,485.6,456.0,469.6,,1,1,0,485.6,455.0
