,average_price,cancelled_quantity,disclosed_quantity,exchange,exchange_order_id,exchange_timestamp,exchange_update_timestamp,filled_quantity,guid,instrument_token,market_protection,meta,order_id,order_timestamp,order_type,parent_order_id,pending_quantity,placed_by,price,product,quantity,status,status_message,status_message_raw,tag,tradingsymbol,transaction_type,trigger_price,validity,variety
0,1603.55,0,0,NSE,1300000000608058,2019-12-02 09:20:07,2019-12-02 09:20:07,5,12499XzzBwfaOUUJmm,738561,0,{},191202000225578,2019-12-02 09:20:07,LIMIT,,0,UD8801,1604.0,BO,5,COMPLETE,,,,RELIANCE,BUY,0.0,DAY,bo
1,0.0,0,5,NSE,1300000000608114,2019-12-02 09:20:07,2019-12-02 09:20:07,0,,738561,0,{},191202000225601,2019-12-02 09:20:07,LIMIT,191202000225578,5,UD8801,1638.35,BO,5,OPEN,,,,RELIANCE,SELL,0.0,DAY,bo
2,0.0,0,5,NSE,1300000000608107,2019-12-02 09:20:07,2019-12-02 09:20:07,0,,738561,0,{},191202000225602,2019-12-02 09:20:07,SL,191202000225578,5,UD8801,1396.05,BO,5,TRIGGER PENDING,,,,RELIANCE,SELL,1578.35,DAY,bo
3,482.4,0,0,NSE,1000000000439342,2019-12-02 09:20:07,2019-12-02 09:20:56,19,12499XzpbB4KvBk8wZ,2714625,0,{},191202000225589,2019-12-02 09:20:56,LIMIT,,0,UD8801,482.4,BO,19,COMPLETE,,,,BHARTIARTL,BUY,0.0,DAY,bo
4,0.0,0,17,NSE,1000000000486038,2019-12-02 09:20:56,2019-12-02 09:20:56,0,,2714625,0,{},191202000247740,2019-12-02 09:20:56,LIMIT,191202000225589,17,UD8801,485.1,BO,17,OPEN,,,,BHARTIARTL,SELL,0.0,DAY,bo
5,0.0,0,17,NSE,1000000000486034,2019-12-02 09:20:56,2019-12-02 09:20:56,0,,2714625,0,{},191202000247741,2019-12-02 09:20:56,SL,191202000225589,17,UD8801,398.25,BO,17,TRIGGER PENDING,,,,BHARTIARTL,SELL,471.5,DAY,bo
6,0.0,0,1,NSE,1000000000486048,2019-12-02 09:20:56,2019-12-02 09:20:56,0,,2714625,0,{},191202000247742,2019-12-02 09:20:56,LIMIT,191202000225589,1,UD8801,485.1,BO,1,OPEN,,,,BHARTIARTL,SELL,0.0,DAY,bo
7,0.0,0,1,NSE,1000000000486039,2019-12-02 09:20:56,2019-12-02 09:20:56,0,,2714625,0,{},191202000247743,2019-12-02 09:20:56,SL,191202000225589,1,UD8801,398.25,BO,1,TRIGGER PENDING,,,,BHARTIARTL,SELL,471.5,DAY,bo
8,0.0,0,1,NSE,1000000000486194,2019-12-02 09:20:56,2019-12-02 09:20:56,0,,2714625,0,{},191202000247799,2019-12-02 09:20:56,LIMIT,191202000225589,1,UD8801,485.1,BO,1,OPEN,,,,BHARTIARTL,SELL,0.0,DAY,bo
9,0.0,0,1,NSE,1000000000486186,2019-12-02 09:20:56,2019-12-02 09:20:56,0,,2714625,0,{},191202000247800,2019-12-02 09:20:56,SL,191202000225589,1,UD8801,398.25,BO,1,TRIGGER PENDING,,,,BHARTIARTL,SELL,471.5,DAY,bo
10,816.4,0,0,NSE,1100000001064600,2019-12-02 09:30:07,2019-12-02 09:31:29,8,12499XOmtdbcm5Ps0n,315393,0,{},191202000441100,2019-12-02 09:31:29,LIMIT,,0,UD8801,816.4,BO,8,COMPLETE,,,,GRASIM,BUY,0.0,DAY,bo
11,821.0,0,0,NSE,1100000001129481,2019-12-02 09:31:29,2019-12-02 09:39:24,8,,315393,0,{},191202000466671,2019-12-02 09:39:25,LIMIT,191202000441100,0,UD8801,821.0,BO,8,COMPLETE,,,,GRASIM,SELL,0.0,DAY,bo
12,0.0,8,8,NSE,1100000001129484,2019-12-02 09:39:25,2019-12-02 09:39:25,0,,315393,0,{},191202000466672,2019-12-02 09:39:25,SL,191202000441100,8,UD8801,708.35,BO,8,CANCELLED,,,,GRASIM,SELL,805.5,DAY,bo
13,0.0,0,0,NSE,1100000001454659,2019-12-02 09:39:30,2019-12-02 09:39:30,0,12499XFWSEAXw1PB4f,315393,0,{},191202000593152,2019-12-02 09:39:30,SL,,8,UD8801,805.5,BO,8,TRIGGER PENDING,,,,GRASIM,SELL,805.5,DAY,bo
