Company,Profit,Trades,Net_Profit
IBULHSGFIN,-7.7000000000000455,4,-6960.000000000036
YESBANK,-1.0999999999999943,2,-2819.9999999999873
INFRATEL,-6.100000000000023,2,-12600.000000000045
Total,,8,-22380.00000000007
