order_id,transaction_type,price,stoploss,target,status,semi-target_status,target_status,stoploss_status,day_high,day_low
1,SELL,243.2,244.8,241.6,,0,0,1,244.8,242.2
2,BUY,244.8,242.2,245.8,,0,0,1,245.6,242.2
