order_id,transaction_type,price,stoploss,target,semi_target,status,semi-target_status,target_status,stoploss_status,day_high,day_low
1,BUY,1604.0,1578.85,1638.8,1610.4,,0,0,1,1614.3,1578.8
2,SELL,1578.85,1614.3,1570.6,1572.5,,0,0,1,1614.3,1578.0
