Company,Profit,Trades,Net_Profit
YESBANK,0.0999999999999801,3,-380.00000000004377
BAJFINANCE,66.09999999999945,2,16124.999999999862
INFRATEL,3.299999999999983,4,5799.999999999965
Total,,9,21544.99999999978
