,date,open,high,low,close,volume
0,2019-04-01 09:15:00+05:30,1797.0,1798.25,1785.7,1785.7,77182
1,2019-04-01 09:20:00+05:30,1785.85,1786.7,1781.0,1783.0,59920
2,2019-04-01 09:25:00+05:30,1783.0,1792.45,1782.1,1792.0,46064
3,2019-04-01 09:30:00+05:30,1792.0,1792.1,1777.0,1780.2,35599
4,2019-04-01 09:35:00+05:30,1780.2,1783.0,1778.35,1780.2,24964
5,2019-04-01 09:40:00+05:30,1780.05,1782.1,1777.55,1778.8,21850
6,2019-04-01 09:45:00+05:30,1778.75,1779.2,1773.6,1776.0,38355
7,2019-04-01 09:50:00+05:30,1776.0,1777.2,1774.0,1775.0,17303
8,2019-04-01 09:55:00+05:30,1776.0,1777.5,1768.55,1770.0,42591
9,2019-04-01 10:00:00+05:30,1770.5,1772.8,1768.9,1770.2,19350
10,2019-04-01 10:05:00+05:30,1770.55,1773.3,1769.2,1769.95,25973
11,2019-04-01 10:10:00+05:30,1769.95,1770.0,1768.0,1769.6,14390
12,2019-04-01 10:15:00+05:30,1769.6,1770.0,1769.05,1769.95,15515
13,2019-04-01 10:20:00+05:30,1769.95,1770.15,1765.55,1766.8,27576
14,2019-04-01 10:25:00+05:30,1766.8,1767.45,1761.1,1762.3,38871
15,2019-04-01 10:30:00+05:30,1762.25,1765.0,1762.0,1765.0,19658
16,2019-04-01 10:35:00+05:30,1764.05,1765.0,1758.3,1758.8,27746
17,2019-04-01 10:40:00+05:30,1759.6,1761.1,1758.0,1760.95,14835
18,2019-04-01 10:45:00+05:30,1760.95,1761.0,1756.2,1759.0,16556
19,2019-04-01 10:50:00+05:30,1759.0,1759.2,1755.15,1756.75,17981
20,2019-04-01 10:55:00+05:30,1756.75,1758.35,1755.2,1755.6,17002
21,2019-04-01 11:00:00+05:30,1755.6,1759.0,1754.0,1758.55,27521
22,2019-04-01 11:05:00+05:30,1758.55,1765.0,1756.85,1756.85,49262
23,2019-04-01 11:10:00+05:30,1756.85,1756.9,1755.0,1756.25,24801
24,2019-04-01 11:15:00+05:30,1756.4,1757.0,1754.1,1754.85,18641
25,2019-04-01 11:20:00+05:30,1754.85,1755.0,1751.3,1754.8,27691
26,2019-04-01 11:25:00+05:30,1754.7,1754.9,1752.3,1753.0,12224
27,2019-04-01 11:30:00+05:30,1752.95,1753.65,1750.25,1751.5,18245
28,2019-04-01 11:35:00+05:30,1751.55,1753.25,1750.0,1753.2,30819
29,2019-04-01 11:40:00+05:30,1753.2,1754.6,1752.0,1752.3,21493
30,2019-04-01 11:45:00+05:30,1752.3,1755.4,1752.2,1755.0,19031
31,2019-04-01 11:50:00+05:30,1755.0,1759.4,1755.0,1756.75,44413
32,2019-04-01 11:55:00+05:30,1756.75,1757.9,1756.7,1757.65,14556
