,close,date,high,low,open,volume
26,1265.55,2019-07-01 11:25:00+05:30,1266.5,1265.0,1266.5,36670
27,1267.2,2019-07-01 11:30:00+05:30,1267.75,1265.5,1266.0,30995
28,1266.7,2019-07-01 11:35:00+05:30,1268.1,1266.65,1267.45,33947
29,1265.3,2019-07-01 11:40:00+05:30,1267.0,1265.0,1267.0,28876
30,1264.3,2019-07-01 11:45:00+05:30,1266.05,1264.15,1265.0,41688
31,1264.75,2019-07-01 11:50:00+05:30,1264.9,1263.4,1264.3,42786
32,1265.5,2019-07-01 11:55:00+05:30,1267.0,1264.75,1264.9,43310
33,1265.05,2019-07-01 12:00:00+05:30,1265.95,1265.0,1265.5,13757
34,1268.0,2019-07-01 12:05:00+05:30,1268.8,1265.0,1265.1,72331
35,1267.65,2019-07-01 12:10:00+05:30,1268.6,1267.6,1268.0,36530
36,1270.4,2019-07-01 12:15:00+05:30,1272.65,1267.5,1267.65,225763
37,1269.25,2019-07-01 12:20:00+05:30,1270.5,1269.15,1270.25,96563
38,1267.85,2019-07-01 12:25:00+05:30,1269.9,1267.85,1269.5,39424
39,1268.4,2019-07-01 12:30:00+05:30,1269.0,1267.5,1267.9,22083
40,1268.65,2019-07-01 12:35:00+05:30,1269.0,1268.2,1268.4,15717
41,1268.95,2019-07-01 12:40:00+05:30,1269.65,1268.65,1268.65,24588
42,1268.1,2019-07-01 12:45:00+05:30,1269.0,1268.1,1268.95,16923
43,1269.55,2019-07-01 12:50:00+05:30,1269.95,1268.0,1268.1,40998
44,1269.5,2019-07-01 12:55:00+05:30,1270.5,1269.25,1269.55,31607
45,1268.7,2019-07-01 13:00:00+05:30,1269.6,1268.05,1269.5,20834
46,1269.45,2019-07-01 13:05:00+05:30,1269.95,1268.3,1268.3,23048
47,1268.6,2019-07-01 13:10:00+05:30,1270.0,1268.25,1269.45,21366
48,1268.0,2019-07-01 13:15:00+05:30,1268.6,1266.25,1268.55,55074
49,1266.15,2019-07-01 13:20:00+05:30,1268.1,1265.1,1268.0,86609
50,1266.85,2019-07-01 13:25:00+05:30,1266.85,1265.05,1266.15,44958
51,1266.05,2019-07-01 13:30:00+05:30,1268.5,1266.0,1267.05,22622
52,1266.1,2019-07-01 13:35:00+05:30,1266.5,1265.7,1266.15,13357
53,1268.9,2019-07-01 13:40:00+05:30,1268.95,1265.9,1266.1,82776
54,1267.45,2019-07-01 13:45:00+05:30,1269.35,1267.4,1268.9,62225
55,1267.0,2019-07-01 13:50:00+05:30,1268.55,1266.85,1267.5,27686
56,1267.4,2019-07-01 13:55:00+05:30,1267.9,1265.65,1267.05,29515
57,1268.5,2019-07-01 14:00:00+05:30,1268.7,1267.05,1267.5,30115
58,1269.0,2019-07-01 14:05:00+05:30,1269.0,1267.2,1268.5,31820
59,1271.2,2019-07-01 14:10:00+05:30,1271.5,1268.45,1269.2,92541
60,1269.8,2019-07-01 14:15:00+05:30,1271.9,1269.5,1271.65,88147
61,1269.85,2019-07-01 14:20:00+05:30,1270.5,1268.5,1269.8,35582
62,1269.0,2019-07-01 14:25:00+05:30,1271.0,1269.0,1269.85,39755
63,1268.3,2019-07-01 14:30:00+05:30,1270.7,1268.3,1269.0,41949
64,1268.0,2019-07-01 14:35:00+05:30,1269.65,1267.5,1268.0,52605
65,1267.85,2019-07-01 14:40:00+05:30,1269.1,1267.6,1268.35,33915
66,1268.5,2019-07-01 14:45:00+05:30,1268.5,1265.3,1267.6,74282
67,1268.45,2019-07-01 14:50:00+05:30,1268.5,1267.45,1268.5,31591
68,1267.1,2019-07-01 14:55:00+05:30,1268.45,1267.0,1268.4,34969
69,1268.0,2019-07-01 15:00:00+05:30,1268.65,1266.25,1267.45,79786
70,1269.05,2019-07-01 15:05:00+05:30,1269.1,1267.55,1268.0,88769
71,1269.3,2019-07-01 15:10:00+05:30,1270.25,1268.6,1269.1,145290
72,1269.7,2019-07-01 15:15:00+05:30,1270.5,1269.05,1269.4,182032
73,1267.8,2019-07-01 15:20:00+05:30,1269.7,1267.15,1269.7,138679
74,1268.9,2019-07-01 15:25:00+05:30,1269.0,1267.2,1267.75,95568
75,1272.25,2019-07-02 09:15:00+05:30,1274.7,1266.75,1273.95,230043
76,1270.5,2019-07-02 09:20:00+05:30,1272.5,1270.05,1272.5,107214
77,1274.25,2019-07-02 09:25:00+05:30,1274.5,1269.0,1270.5,99901
78,1276.65,2019-07-02 09:30:00+05:30,1277.0,1272.5,1274.35,175721
79,1273.4,2019-07-02 09:35:00+05:30,1276.75,1273.0,1276.75,82734
80,1274.35,2019-07-02 09:40:00+05:30,1274.75,1271.45,1273.0,71408
81,1273.2,2019-07-02 09:45:00+05:30,1275.45,1272.5,1274.35,69114
82,1275.0,2019-07-02 09:50:00+05:30,1276.0,1272.9,1273.2,54149
83,1273.15,2019-07-02 09:55:00+05:30,1275.5,1273.05,1275.15,35693
84,1271.65,2019-07-02 10:00:00+05:30,1273.2,1270.8,1273.2,72216
85,1269.85,2019-07-02 10:05:00+05:30,1271.7,1268.9,1271.4,85262
86,1269.85,2019-07-02 10:10:00+05:30,1271.5,1269.45,1269.8,36420
87,1270.4,2019-07-02 10:15:00+05:30,1271.55,1269.55,1269.9,38036
88,1268.35,2019-07-02 10:20:00+05:30,1271.65,1268.35,1270.4,54380
89,1269.35,2019-07-02 10:25:00+05:30,1270.0,1267.1,1268.35,85279
90,1269.0,2019-07-02 10:30:00+05:30,1269.7,1268.2,1269.7,37640
91,1269.55,2019-07-02 10:35:00+05:30,1270.0,1268.85,1269.0,26319
92,1269.75,2019-07-02 10:40:00+05:30,1270.5,1269.0,1269.45,29332
93,1268.55,2019-07-02 10:45:00+05:30,1269.8,1268.0,1269.75,28708
94,1265.9,2019-07-02 10:50:00+05:30,1268.55,1263.4,1268.55,135082
95,1266.0,2019-07-02 10:55:00+05:30,1267.0,1265.8,1265.8,38428
96,1265.5,2019-07-02 11:00:00+05:30,1266.05,1264.2,1266.0,49563
97,1266.7,2019-07-02 11:05:00+05:30,1267.5,1265.0,1265.4,30020
98,1266.4,2019-07-02 11:10:00+05:30,1267.25,1266.0,1266.7,16604
99,1267.55,2019-07-02 11:15:00+05:30,1267.9,1266.35,1266.35,23671
100,1267.15,2019-07-02 11:20:00+05:30,1267.9,1266.35,1267.55,23938
101,1267.75,2019-07-02 11:25:00+05:30,1268.0,1266.75,1266.9,24531
102,1266.15,2019-07-02 11:30:00+05:30,1268.0,1265.15,1267.75,29130
103,1266.05,2019-07-02 11:35:00+05:30,1267.55,1265.85,1266.15,52398
104,1266.25,2019-07-02 11:40:00+05:30,1266.6,1265.0,1266.05,35962
105,1266.5,2019-07-02 11:45:00+05:30,1267.8,1265.75,1266.3,37286
106,1266.3,2019-07-02 11:50:00+05:30,1266.5,1265.5,1266.5,16797
107,1267.0,2019-07-02 11:55:00+05:30,1267.0,1265.9,1266.3,17015
108,1267.35,2019-07-02 12:00:00+05:30,1267.4,1266.0,1266.95,17290
109,1266.95,2019-07-02 12:05:00+05:30,1267.4,1266.7,1267.15,15997
110,1266.7,2019-07-02 12:10:00+05:30,1267.45,1266.0,1267.0,26159
111,1269.0,2019-07-02 12:15:00+05:30,1269.0,1266.7,1266.7,48477
112,1268.45,2019-07-02 12:20:00+05:30,1269.0,1268.0,1269.0,20682
113,1266.65,2019-07-02 12:25:00+05:30,1268.65,1266.0,1268.45,26098
114,1266.5,2019-07-02 12:30:00+05:30,1267.75,1266.4,1266.65,21384
115,1266.8,2019-07-02 12:35:00+05:30,1267.7,1266.45,1266.45,9780
116,1266.8,2019-07-02 12:40:00+05:30,1267.3,1266.75,1266.8,6933
117,1265.95,2019-07-02 12:45:00+05:30,1267.25,1265.4,1266.8,22755
118,1269.4,2019-07-02 12:50:00+05:30,1269.5,1266.05,1266.05,43783
119,1268.85,2019-07-02 12:55:00+05:30,1270.65,1268.8,1269.4,72957
120,1272.2,2019-07-02 13:00:00+05:30,1272.8,1268.9,1269.0,96753
121,1274.55,2019-07-02 13:05:00+05:30,1275.0,1272.2,1272.35,104932
122,1273.45,2019-07-02 13:10:00+05:30,1275.7,1272.3,1274.55,99794
123,1272.9,2019-07-02 13:15:00+05:30,1274.6,1272.35,1273.5,47376
124,1273.85,2019-07-02 13:20:00+05:30,1273.9,1271.2,1272.8,53554
125,1274.0,2019-07-02 13:25:00+05:30,1274.0,1272.2,1273.9,31525
126,1272.7,2019-07-02 13:30:00+05:30,1274.0,1272.3,1273.75,25734
127,1273.2,2019-07-02 13:35:00+05:30,1273.5,1272.0,1272.7,33229
128,1273.6,2019-07-02 13:40:00+05:30,1274.3,1273.2,1273.25,36110
129,1272.65,2019-07-02 13:45:00+05:30,1274.0,1272.5,1274.0,26108
130,1274.2,2019-07-02 13:50:00+05:30,1274.35,1272.5,1272.8,24352
131,1274.25,2019-07-02 13:55:00+05:30,1274.95,1273.65,1274.25,40930
132,1274.1,2019-07-02 14:00:00+05:30,1275.95,1273.5,1274.3,66327
133,1274.6,2019-07-02 14:05:00+05:30,1275.0,1273.0,1274.5,48004
134,1270.85,2019-07-02 14:10:00+05:30,1274.6,1270.85,1274.6,54852
135,1272.45,2019-07-02 14:15:00+05:30,1272.9,1270.3,1271.0,40989
136,1272.0,2019-07-02 14:20:00+05:30,1273.0,1271.45,1272.55,30367
137,1272.15,2019-07-02 14:25:00+05:30,1272.95,1271.3,1272.0,30583
138,1272.25,2019-07-02 14:30:00+05:30,1272.9,1271.3,1272.45,33285
139,1273.6,2019-07-02 14:35:00+05:30,1273.95,1272.15,1272.25,42065
140,1271.9,2019-07-02 14:40:00+05:30,1274.0,1271.3,1273.8,50521
141,1272.55,2019-07-02 14:45:00+05:30,1273.75,1271.6,1272.15,47297
142,1272.95,2019-07-02 14:50:00+05:30,1273.0,1272.0,1272.4,22586
143,1273.0,2019-07-02 14:55:00+05:30,1273.5,1272.25,1272.95,62105
144,1277.05,2019-07-02 15:00:00+05:30,1278.45,1272.95,1273.0,278258
145,1277.5,2019-07-02 15:05:00+05:30,1278.0,1276.5,1277.4,141951
146,1278.9,2019-07-02 15:10:00+05:30,1279.0,1277.1,1277.35,165435
147,1279.0,2019-07-02 15:15:00+05:30,1281.0,1278.15,1278.9,295687
148,1279.85,2019-07-02 15:20:00+05:30,1280.7,1278.15,1279.0,160607
149,1279.0,2019-07-02 15:25:00+05:30,1280.65,1279.0,1279.9,135611
150,1277.95,2019-07-03 09:15:00+05:30,1282.9,1277.25,1282.9,200694
151,1280.0,2019-07-03 09:20:00+05:30,1280.4,1275.7,1278.0,102249
152,1282.95,2019-07-03 09:25:00+05:30,1285.0,1280.0,1280.0,161957
153,1281.5,2019-07-03 09:30:00+05:30,1283.7,1281.1,1282.45,65216
154,1282.1,2019-07-03 09:35:00+05:30,1283.0,1280.65,1281.15,68048
155,1283.2,2019-07-03 09:40:00+05:30,1283.25,1280.9,1281.9,61962
156,1281.85,2019-07-03 09:45:00+05:30,1283.95,1281.85,1283.05,76458
157,1282.0,2019-07-03 09:50:00+05:30,1282.5,1280.25,1281.75,67927
158,1281.0,2019-07-03 09:55:00+05:30,1282.6,1280.35,1282.0,39143
159,1281.0,2019-07-03 10:00:00+05:30,1281.5,1278.5,1280.6,70393
160,1279.85,2019-07-03 10:05:00+05:30,1281.15,1279.85,1280.9,22531
161,1278.0,2019-07-03 10:10:00+05:30,1279.9,1277.5,1279.75,53362
162,1278.9,2019-07-03 10:15:00+05:30,1279.95,1278.05,1278.2,31239
163,1279.85,2019-07-03 10:20:00+05:30,1279.9,1278.05,1278.8,25449
164,1280.4,2019-07-03 10:25:00+05:30,1280.65,1279.0,1279.5,28282
165,1281.45,2019-07-03 10:30:00+05:30,1282.8,1280.15,1280.3,67714
166,1281.7,2019-07-03 10:35:00+05:30,1281.95,1281.0,1281.15,26045
167,1281.15,2019-07-03 10:40:00+05:30,1282.45,1281.15,1281.5,28163
168,1279.75,2019-07-03 10:45:00+05:30,1281.65,1279.55,1281.0,27262
169,1279.8,2019-07-03 10:50:00+05:30,1280.85,1279.5,1279.6,22483
170,1279.7,2019-07-03 10:55:00+05:30,1280.0,1278.65,1280.0,31136
171,1279.8,2019-07-03 11:00:00+05:30,1279.9,1278.45,1279.45,27070
172,1279.3,2019-07-03 11:05:00+05:30,1279.8,1278.35,1279.75,18399
173,1279.6,2019-07-03 11:10:00+05:30,1280.0,1279.0,1279.35,16594
174,1278.95,2019-07-03 11:15:00+05:30,1279.65,1278.4,1279.35,21706
175,1278.8,2019-07-03 11:20:00+05:30,1279.4,1278.5,1278.75,18172
176,1278.55,2019-07-03 11:25:00+05:30,1279.0,1277.9,1278.7,31366
177,1279.2,2019-07-03 11:30:00+05:30,1279.65,1278.55,1278.7,13570
178,1276.65,2019-07-03 11:35:00+05:30,1279.7,1276.1,1279.15,72944
179,1277.8,2019-07-03 11:40:00+05:30,1277.8,1276.25,1276.9,31622
180,1277.35,2019-07-03 11:45:00+05:30,1278.0,1276.6,1277.75,25064
181,1277.95,2019-07-03 11:50:00+05:30,1278.8,1277.05,1277.35,20035
182,1278.0,2019-07-03 11:55:00+05:30,1278.3,1277.5,1277.85,13579
183,1277.4,2019-07-03 12:00:00+05:30,1278.4,1277.0,1277.9,30470
184,1277.5,2019-07-03 12:05:00+05:30,1278.15,1276.8,1277.4,19078
185,1277.35,2019-07-03 12:10:00+05:30,1277.65,1277.0,1277.35,21064
186,1278.55,2019-07-03 12:15:00+05:30,1279.0,1277.25,1277.25,35209
187,1278.95,2019-07-03 12:20:00+05:30,1279.25,1278.05,1278.7,20977
188,1281.0,2019-07-03 12:25:00+05:30,1281.45,1279.0,1279.05,67566
189,1281.1,2019-07-03 12:30:00+05:30,1282.0,1281.0,1281.3,51022
190,1280.8,2019-07-03 12:35:00+05:30,1281.5,1280.2,1281.2,37201
191,1280.9,2019-07-03 12:40:00+05:30,1281.15,1280.15,1281.0,15611
192,1280.3,2019-07-03 12:45:00+05:30,1281.0,1280.2,1280.9,24982
193,1280.9,2019-07-03 12:50:00+05:30,1281.0,1279.35,1280.35,27914
194,1282.0,2019-07-03 12:55:00+05:30,1282.5,1280.8,1280.9,47768
195,1282.45,2019-07-03 13:00:00+05:30,1283.0,1281.5,1281.9,47712
196,1282.3,2019-07-03 13:05:00+05:30,1282.9,1281.9,1282.3,30121
197,1281.6,2019-07-03 13:10:00+05:30,1282.5,1281.05,1282.4,39822
198,1283.15,2019-07-03 13:15:00+05:30,1284.5,1281.5,1281.5,94431
199,1284.1,2019-07-03 13:20:00+05:30,1285.0,1282.3,1283.35,75825
200,1282.95,2019-07-03 13:25:00+05:30,1284.05,1282.5,1284.05,30575
201,1282.65,2019-07-03 13:30:00+05:30,1283.4,1282.15,1283.0,22059
202,1282.05,2019-07-03 13:35:00+05:30,1282.9,1281.3,1282.9,29307
203,1281.15,2019-07-03 13:40:00+05:30,1282.6,1281.0,1282.4,28223
204,1283.15,2019-07-03 13:45:00+05:30,1283.8,1280.1,1281.1,52810
205,1283.35,2019-07-03 13:50:00+05:30,1283.7,1282.05,1283.3,24077
206,1283.65,2019-07-03 13:55:00+05:30,1283.95,1282.2,1283.3,36837
207,1284.45,2019-07-03 14:00:00+05:30,1284.45,1283.2,1283.7,80585
208,1284.25,2019-07-03 14:05:00+05:30,1284.4,1283.05,1284.35,38400
209,1282.95,2019-07-03 14:10:00+05:30,1284.3,1281.2,1283.95,46704
210,1284.2,2019-07-03 14:15:00+05:30,1284.4,1282.9,1282.9,40872
211,1286.1,2019-07-03 14:20:00+05:30,1286.5,1283.65,1284.35,131956
212,1284.5,2019-07-03 14:25:00+05:30,1286.2,1284.3,1286.1,73497
213,1285.0,2019-07-03 14:30:00+05:30,1285.5,1284.5,1284.75,45806
214,1285.7,2019-07-03 14:35:00+05:30,1286.0,1284.8,1285.15,45919
215,1285.2,2019-07-03 14:40:00+05:30,1285.95,1285.0,1285.75,42657
216,1281.45,2019-07-03 14:45:00+05:30,1285.2,1278.85,1285.2,142071
217,1281.15,2019-07-03 14:50:00+05:30,1282.35,1279.2,1281.5,78780
218,1280.45,2019-07-03 14:55:00+05:30,1281.8,1279.15,1281.55,83938
219,1281.55,2019-07-03 15:00:00+05:30,1282.5,1280.45,1280.6,89781
220,1281.7,2019-07-03 15:05:00+05:30,1282.5,1281.0,1281.8,86268
221,1282.8,2019-07-03 15:10:00+05:30,1283.0,1281.65,1281.65,96770
222,1282.95,2019-07-03 15:15:00+05:30,1284.1,1282.1,1282.6,164065
223,1282.6,2019-07-03 15:20:00+05:30,1283.2,1281.6,1283.0,113255
224,1282.0,2019-07-03 15:25:00+05:30,1282.95,1281.6,1282.6,93717
225,1283.45,2019-07-04 09:15:00+05:30,1286.0,1280.45,1281.4,189275
226,1285.85,2019-07-04 09:20:00+05:30,1286.05,1281.45,1282.95,110678
227,1284.55,2019-07-04 09:25:00+05:30,1286.0,1284.05,1285.9,79473
228,1285.15,2019-07-04 09:30:00+05:30,1285.5,1284.4,1285.0,66416
229,1286.5,2019-07-04 09:35:00+05:30,1286.7,1284.5,1285.25,67417
230,1288.6,2019-07-04 09:40:00+05:30,1289.5,1286.1,1286.5,169613
231,1289.6,2019-07-04 09:45:00+05:30,1289.85,1287.7,1288.6,123330
232,1290.85,2019-07-04 09:50:00+05:30,1291.0,1289.0,1289.35,163177
233,1288.5,2019-07-04 09:55:00+05:30,1291.0,1288.05,1290.9,87197
234,1289.25,2019-07-04 10:00:00+05:30,1289.9,1288.5,1288.95,40248
235,1287.35,2019-07-04 10:05:00+05:30,1289.4,1287.05,1289.3,50215
236,1287.7,2019-07-04 10:10:00+05:30,1287.7,1286.15,1287.4,43039
237,1286.5,2019-07-04 10:15:00+05:30,1287.95,1284.6,1287.35,76735
238,1287.25,2019-07-04 10:20:00+05:30,1287.85,1286.25,1286.5,42205
239,1288.35,2019-07-04 10:25:00+05:30,1288.8,1287.0,1287.25,36955
240,1288.3,2019-07-04 10:30:00+05:30,1288.8,1288.15,1288.2,20541
241,1289.2,2019-07-04 10:35:00+05:30,1289.6,1288.15,1288.4,34892
242,1287.75,2019-07-04 10:40:00+05:30,1289.5,1287.1,1289.1,32433
243,1288.65,2019-07-04 10:45:00+05:30,1288.8,1287.3,1287.3,14497
244,1288.65,2019-07-04 10:50:00+05:30,1289.9,1288.25,1288.7,39625
245,1288.0,2019-07-04 10:55:00+05:30,1289.9,1287.65,1288.7,19369
246,1288.4,2019-07-04 11:00:00+05:30,1288.9,1288.0,1288.0,20481
247,1286.95,2019-07-04 11:05:00+05:30,1288.9,1286.5,1288.4,49472
248,1287.4,2019-07-04 11:10:00+05:30,1287.8,1286.7,1287.0,18824
249,1286.85,2019-07-04 11:15:00+05:30,1287.5,1286.5,1287.4,23160
250,1285.7,2019-07-04 11:20:00+05:30,1287.2,1285.2,1286.8,31285
251,1286.0,2019-07-04 11:25:00+05:30,1286.45,1285.0,1285.7,35457
252,1285.6,2019-07-04 11:30:00+05:30,1286.0,1285.0,1285.9,38372
253,1285.35,2019-07-04 11:35:00+05:30,1285.95,1285.1,1285.6,13792
254,1285.9,2019-07-04 11:40:00+05:30,1286.0,1285.15,1285.2,22369
255,1286.8,2019-07-04 11:45:00+05:30,1287.2,1285.7,1285.9,32651
256,1286.75,2019-07-04 11:50:00+05:30,1287.0,1286.2,1286.8,18578
257,1287.7,2019-07-04 11:55:00+05:30,1287.75,1286.3,1286.75,25919
258,1287.2,2019-07-04 12:00:00+05:30,1288.0,1287.1,1287.7,23442
259,1285.9,2019-07-04 12:05:00+05:30,1287.7,1285.2,1287.7,29496
260,1286.0,2019-07-04 12:10:00+05:30,1286.3,1285.0,1285.7,29750
261,1285.7,2019-07-04 12:15:00+05:30,1286.95,1285.65,1286.0,13092
262,1285.5,2019-07-04 12:20:00+05:30,1286.25,1285.45,1285.95,17328
263,1286.05,2019-07-04 12:25:00+05:30,1286.25,1285.1,1285.5,17004
264,1285.75,2019-07-04 12:30:00+05:30,1286.7,1285.55,1286.05,15458
265,1286.05,2019-07-04 12:35:00+05:30,1286.45,1285.6,1286.0,13715
266,1286.6,2019-07-04 12:40:00+05:30,1286.9,1285.65,1286.0,31174
267,1287.7,2019-07-04 12:45:00+05:30,1288.7,1286.4,1286.7,52154
268,1287.8,2019-07-04 12:50:00+05:30,1288.05,1286.55,1288.05,37166
269,1285.9,2019-07-04 12:55:00+05:30,1288.4,1285.0,1287.55,48970
270,1282.45,2019-07-04 13:00:00+05:30,1286.55,1280.7,1286.2,119408
271,1284.0,2019-07-04 13:05:00+05:30,1284.45,1281.95,1282.5,49970
272,1284.0,2019-07-04 13:10:00+05:30,1284.5,1283.5,1284.4,29334
273,1284.5,2019-07-04 13:15:00+05:30,1285.0,1284.0,1284.2,23178
274,1284.95,2019-07-04 13:20:00+05:30,1285.7,1284.0,1284.5,41848
275,1283.6,2019-07-04 13:25:00+05:30,1285.0,1283.0,1284.95,48237
276,1283.9,2019-07-04 13:30:00+05:30,1284.9,1283.6,1283.6,30309
277,1285.25,2019-07-04 13:35:00+05:30,1285.6,1283.85,1283.9,52068
278,1285.95,2019-07-04 13:40:00+05:30,1286.15,1285.05,1285.4,34809
279,1283.75,2019-07-04 13:45:00+05:30,1285.95,1283.75,1285.8,36775
280,1283.0,2019-07-04 13:50:00+05:30,1284.2,1282.2,1284.2,55681
281,1283.1,2019-07-04 13:55:00+05:30,1284.45,1282.85,1283.0,45142
282,1283.95,2019-07-04 14:00:00+05:30,1284.4,1282.85,1283.15,40865
283,1283.5,2019-07-04 14:05:00+05:30,1284.45,1283.05,1283.95,36568
284,1284.05,2019-07-04 14:10:00+05:30,1284.5,1283.5,1283.5,64280
285,1285.05,2019-07-04 14:15:00+05:30,1286.4,1283.55,1284.35,95190
286,1285.4,2019-07-04 14:20:00+05:30,1285.95,1284.35,1285.05,54717
287,1284.35,2019-07-04 14:25:00+05:30,1285.4,1283.5,1285.4,65991
288,1286.5,2019-07-04 14:30:00+05:30,1286.65,1284.3,1284.5,58497
289,1286.9,2019-07-04 14:35:00+05:30,1287.5,1285.95,1286.55,66134
290,1287.7,2019-07-04 14:40:00+05:30,1288.0,1286.7,1286.85,56862
291,1288.25,2019-07-04 14:45:00+05:30,1289.0,1287.15,1287.95,104786
292,1288.25,2019-07-04 14:50:00+05:30,1288.95,1287.5,1288.55,59858
293,1285.4,2019-07-04 14:55:00+05:30,1288.7,1284.85,1288.3,96293
294,1286.9,2019-07-04 15:00:00+05:30,1287.75,1284.95,1285.4,88358
295,1284.65,2019-07-04 15:05:00+05:30,1287.35,1284.0,1286.9,134402
296,1283.85,2019-07-04 15:10:00+05:30,1285.0,1282.5,1284.95,127300
297,1282.85,2019-07-04 15:15:00+05:30,1283.85,1280.5,1283.8,195622
298,1283.0,2019-07-04 15:20:00+05:30,1283.85,1282.0,1282.9,91643
299,1284.0,2019-07-04 15:25:00+05:30,1284.65,1282.95,1283.0,96922
300,1287.55,2019-07-05 09:15:00+05:30,1289.7,1284.35,1285.1,147354
301,1288.3,2019-07-05 09:20:00+05:30,1289.7,1287.2,1287.2,63496
302,1289.0,2019-07-05 09:25:00+05:30,1290.5,1288.0,1288.1,104264
303,1289.45,2019-07-05 09:30:00+05:30,1289.9,1287.2,1289.0,88368
304,1288.75,2019-07-05 09:35:00+05:30,1289.85,1288.2,1289.45,45779
305,1288.95,2019-07-05 09:40:00+05:30,1289.4,1287.5,1288.75,32927
306,1288.15,2019-07-05 09:45:00+05:30,1289.0,1287.65,1288.6,23535
307,1286.6,2019-07-05 09:50:00+05:30,1288.05,1286.05,1288.0,31998
308,1285.7,2019-07-05 09:55:00+05:30,1287.8,1285.2,1286.6,155981
309,1284.45,2019-07-05 10:00:00+05:30,1286.95,1284.2,1285.7,45281
310,1285.0,2019-07-05 10:05:00+05:30,1285.75,1283.05,1284.5,42662
311,1284.2,2019-07-05 10:10:00+05:30,1285.05,1284.05,1285.0,22899
312,1284.5,2019-07-05 10:15:00+05:30,1284.95,1284.0,1284.05,19969
313,1282.95,2019-07-05 10:20:00+05:30,1284.5,1280.0,1284.05,109418
314,1282.85,2019-07-05 10:25:00+05:30,1283.1,1280.95,1282.95,30753
315,1283.4,2019-07-05 10:30:00+05:30,1283.4,1282.05,1282.85,18846
316,1283.15,2019-07-05 10:35:00+05:30,1284.0,1282.95,1283.25,17880
317,1283.7,2019-07-05 10:40:00+05:30,1283.95,1282.4,1283.05,45335
318,1283.75,2019-07-05 10:45:00+05:30,1283.8,1283.1,1283.6,26455
319,1283.8,2019-07-05 10:50:00+05:30,1284.0,1283.2,1283.75,23730
320,1284.25,2019-07-05 10:55:00+05:30,1284.55,1283.65,1283.7,23679
321,1286.5,2019-07-05 11:00:00+05:30,1286.55,1284.05,1284.25,44757
322,1285.95,2019-07-05 11:05:00+05:30,1286.65,1285.0,1286.15,33431
323,1286.1,2019-07-05 11:10:00+05:30,1286.25,1283.75,1285.85,22517
324,1285.2,2019-07-05 11:15:00+05:30,1286.15,1284.5,1286.15,16217
325,1284.45,2019-07-05 11:20:00+05:30,1285.5,1283.0,1285.0,64452
326,1284.4,2019-07-05 11:25:00+05:30,1285.0,1281.35,1284.6,76345
327,1283.95,2019-07-05 11:30:00+05:30,1285.0,1282.0,1284.35,50334
328,1281.05,2019-07-05 11:35:00+05:30,1284.3,1280.7,1283.5,58720
329,1280.0,2019-07-05 11:40:00+05:30,1281.85,1277.8,1280.85,114834
330,1278.9,2019-07-05 11:45:00+05:30,1280.1,1275.85,1280.0,91760
331,1280.0,2019-07-05 11:50:00+05:30,1281.8,1278.25,1278.75,63500
