,local_order_id,order_id,order_type,parent_order_id,price,status,transaction_type,trigger_price
0,2,191128000540809,LIMIT,NA,69.9,COMPLETE,BUY,0
1,,191128000540810,LIMIT,191128000540809,70.9,OPEN,SELL,0.0
2,,191128000540811,SL,191128000540809,61.45,TRIGGER PENDING,SELL,68.4
